Gene stable ID,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Strand,UniProtKB/Swiss-Prot ID
ENSG00000132463,70815782,70839945,4,-1,Q12849
ENSG00000145220,4267701,4290169,4,-1,Q9NX58
ENSG00000173542,70902326,71022449,4,1,Q7L9L4
ENSG00000118564,15604539,15681679,4,-1,Q9UKA1
ENSG00000145423,153780592,153789120,4,-1,Q96HF1
ENSG00000137462,153701500,153705699,4,1,O60603
ENSG00000118804,76306026,76311599,4,1,O95210
ENSG00000163737,73981077,73982124,4,-1,P02776
ENSG00000164305,184627696,184649509,4,-1,P42574
ENSG00000124875,73836497,73849064,4,1,P80162
ENSG00000120519,146253975,146521964,4,-1,Q0GE19
ENSG00000172399,119135784,119187789,4,1,Q9NPC6
ENSG00000168564,183444591,183448198,4,1,Q9NXV6
ENSG00000271271,69589309,69639642,4,-1,Q9Y4X1
ENSG00000156096,69480165,69526014,4,-1,P06133
ENSG00000164306,184649613,184694963,4,1,Q96LW4
ENSG00000183783,44173909,44448807,4,-1,Q6ZWB6
ENSG00000152969,6026199,6200591,4,-1,Q96N16
ENSG00000152795,82422564,82430408,4,-1,O14979
ENSG00000178343,42397839,42402487,4,1,A0PJX4
ENSG00000150961,118722823,118838683,4,-1,O94855
ENSG00000007062,15963076,16084378,4,-1,O43490
ENSG00000029559,87799581,87812435,4,1,P21815
ENSG00000171557,154604134,154612967,4,-1,P02679
ENSG00000109738,157076057,157172090,4,1,P48167
ENSG00000164100,118033618,118258648,4,1,O95803
ENSG00000256394,155829729,155866273,4,-1,Q9NY37
ENSG00000174599,117083554,117085576,4,-1,Q8N609
ENSG00000145431,156760454,156971394,4,-1,Q9NRA1
ENSG00000087266,2793023,2841098,4,1,P78314
ENSG00000061918,155758992,155807591,4,1,Q02153
ENSG00000132406,4235542,4248212,4,-1,Q5BJH2
ENSG00000163982,4188803,4226889,4,-1,Q7RTM1
ENSG00000129128,176319964,176332245,4,1,P61009
ENSG00000164122,176213673,176277571,4,-1,Q8WWX0
ENSG00000150628,176184638,176195671,4,-1,Q8NEY3
ENSG00000164112,121758933,121765427,4,-1,Q4W5P6
ENSG00000048342,15469865,15601557,4,1,Q9P2K1
ENSG00000138814,101023409,101348278,4,-1,Q08209
ENSG00000164111,121667955,121697113,4,-1,P08758
ENSG00000163993,6693069,6697170,4,1,P25815
ENSG00000178988,6707701,6709880,4,-1,Q96HT8
ENSG00000186222,6716055,6717671,4,1,Q9NUP1
ENSG00000170871,6781375,6884170,4,1,Q92628
ENSG00000164136,141636599,141733987,4,1,P40933
ENSG00000179046,188091273,188109603,4,-1,Q8N7C3
ENSG00000163945,1347266,1395992,4,1,Q2YD98
ENSG00000163945,1347266,1395992,4,1,Q8N1N5
ENSG00000174720,112636964,112657592,4,1,Q4G0J3
ENSG00000137441,15960243,15969309,4,-1,Q9BYJ0
ENSG00000073331,112285509,112442620,4,1,Q96QP1
ENSG00000120251,157204182,157366075,4,1,P42262
ENSG00000109685,1871424,1982207,4,1,O96028
ENSG00000168884,2741648,2756376,4,-1,Q8NFZ5
ENSG00000163995,7965310,8158832,4,-1,Q6H8Q1
ENSG00000135226,69280499,69295050,4,1,Q9BY64
ENSG00000138821,102251041,102431258,4,-1,Q9C0K1
ENSG00000163749,76312997,76421868,4,-1,Q5M9N0
ENSG00000150627,176065834,176182818,4,1,Q8IZU2
ENSG00000163626,73052362,73069755,4,-1,Q8N8Q8
ENSG00000109132,41744082,41748970,4,-1,Q99453
ENSG00000174607,114598455,114678224,4,1,Q16880
ENSG00000129187,182890060,182917936,4,-1,P32321
ENSG00000109536,189940788,189963204,4,1,Q14331
ENSG00000173011,7041899,7057952,4,1,Q86TJ2
ENSG00000138767,77713387,77819615,4,-1,Q96LI5
ENSG00000170502,87422582,87459454,4,1,Q9BW91
ENSG00000138688,122152333,122362758,4,1,Q2LD37
ENSG00000118762,88007668,88077777,4,1,Q13563
ENSG00000137440,15935569,15938740,4,-1,Q14512
ENSG00000172493,86935002,87141054,4,1,P51825
ENSG00000151718,183099293,183320777,4,1,Q6AWC2
ENSG00000270394,116298876,116300320,4,1,S4R3P1
ENSG00000138764,77157151,77433388,4,1,Q16589
ENSG00000138741,121879027,121951754,4,-1,Q13507
ENSG00000138653,114827763,115113876,4,-1,Q9H3R1
ENSG00000184108,188139419,188147743,4,1,Q8N9V2
ENSG00000138760,76158733,76234536,4,-1,Q14108
ENSG00000171234,69051363,69112987,4,1,P16662
ENSG00000184160,3766348,3768526,4,1,P18825
ENSG00000196620,68646630,68670628,4,-1,P54855
ENSG00000153130,140257286,140385726,4,1,Q9UIL1
ENSG00000109181,68815993,68831196,4,1,P36537
ENSG00000170006,152618632,152680165,4,-1,Q6P9G4
ENSG00000109270,99878336,99894490,4,-1,Q9UHA4
ENSG00000153147,143513463,143557486,4,1,O60264
ENSG00000189308,82909973,83012926,4,-1,Q6MZP7
ENSG00000164120,174490177,174523154,4,-1,P15428
ENSG00000109501,6269849,6303265,4,1,O76024
ENSG00000169989,152769354,152779764,4,-1,Q8IY51
ENSG00000153132,140388455,140427968,4,-1,O14967
ENSG00000138674,82818661,82901166,4,-1,O94979
ENSG00000159788,3293028,3439913,4,1,O14924
ENSG00000164144,152779937,152918463,4,1,P53367
ENSG00000135220,68928463,68951791,4,-1,Q6UWM9
ENSG00000205301,140442262,140498377,4,-1,A6NG13
ENSG00000123933,2247432,2262294,4,-1,Q14582
ENSG00000156219,76011184,76112802,4,1,Q13508
ENSG00000137460,152936352,152979696,4,1,Q9C0D6
ENSG00000164031,99896248,99946726,4,-1,Q8TBM8
ENSG00000138738,120684919,120922870,4,-1,Q9NQX1
ENSG00000145476,186191520,186213456,4,1,Q6ZWL3
ENSG00000064042,41359607,41700044,4,1,Q9UPQ0
ENSG00000169245,76021117,76023497,4,-1,P02778
ENSG00000164344,186208979,186258471,4,1,P03952
ENSG00000169248,76033682,76041415,4,-1,O14625
ENSG00000109654,153152342,153339320,4,1,Q9C040
ENSG00000164161,144646021,144745271,4,1,Q96QV1
ENSG00000159733,2269582,2418663,4,-1,Q9HCC9
ENSG00000183090,143577302,143700675,4,-1,P0C091
ENSG00000164163,145097932,145129179,4,1,P61221
ENSG00000074211,6320578,6563600,4,-1,Q9Y2T4
ENSG00000145358,100185870,100190782,4,-1,Q96D03
ENSG00000164032,99948086,99950388,4,-1,P0C0S5
ENSG00000109758,3441887,3449495,4,1,Q04756
ENSG00000197465,143870867,143905563,4,-1,P15421
ENSG00000164162,144831908,145098541,4,-1,Q9UM13
ENSG00000250361,143996104,144019345,4,-1,P06028
ENSG00000121211,153344649,153415118,4,1,Q9BWT6
ENSG00000145451,174636914,174829314,4,-1,O75311
ENSG00000170180,144109303,144870953,4,-1,P02724
ENSG00000168152,82900684,82919969,4,1,Q9H5L6
ENSG00000168594,174829668,174978180,4,1,Q9UKF5
ENSG00000063978,2462220,2625320,4,1,P78317
ENSG00000164164,145110838,145180161,4,-1,Q01804
ENSG00000173376,121035613,121073021,4,-1,Q8TB73
ENSG00000013288,6575175,6623362,4,1,Q9Y2E5
ENSG00000206113,2418974,2462942,4,1,D6REC4
ENSG00000125386,2536631,2732565,4,1,P78312
ENSG00000138750,76114659,76148515,4,-1,Q7Z3B4
ENSG00000179387,140524158,140553770,4,1,Q8IZ81
ENSG00000171476,56647988,56681899,4,-1,Q9BPY8
ENSG00000164035,100395341,100880126,4,-1,Q9ULC0
ENSG00000088926,186265945,186288806,4,1,P03951
ENSG00000121210,153466346,153636711,4,1,A2VDJ0
ENSG00000175920,3463311,3494483,4,1,Q18PE1
ENSG00000168412,186533655,186555567,4,-1,P48039
ENSG00000163956,3506376,3532559,4,-1,P30533
ENSG00000050730,121131408,121227466,4,-1,Q96KP6
ENSG00000109424,140559434,140568805,4,-1,P25874
ENSG00000109436,140620765,140756120,4,-1,Q6ZT07
ENSG00000170153,140859807,141212877,4,-1,Q9ULK6
ENSG00000090316,1289851,1340147,4,1,Q7L5Y9
ENSG00000150625,175632934,176002664,4,-1,P51674
ENSG00000128040,56809860,56821742,4,-1,P20155
ENSG00000179010,6640091,6642745,4,1,Q9Y605
ENSG00000084093,56907876,56966678,4,1,Q13127
ENSG00000186867,121329312,121381059,4,-1,Q96P65
ENSG00000164116,155666711,155732349,4,1,Q02108
ENSG00000163453,57030773,57110385,4,-1,Q16270
ENSG00000047315,56977722,57031168,4,1,P30876
ENSG00000163145,15339818,15446166,4,1,Q9BXJ2
ENSG00000137449,15002674,15070153,4,1,Q7Z5Q1
ENSG00000083857,186587783,186726722,4,-1,Q14517
ENSG00000109445,141220887,141234697,4,1,Q9Y3S2
ENSG00000084092,56963370,56978823,4,-1,Q8NC60
ENSG00000112941,6713007,6757048,5,1,Q5XG87
ENSG00000170549,3596054,3601403,5,1,P78414
ENSG00000170482,139367196,139384553,5,-1,Q9UHI7
ENSG00000113318,80654648,80876460,5,1,P20585
ENSG00000123643,151437046,151492381,5,1,Q7Z2H8
ENSG00000152422,83077498,83353787,5,1,Q13426
ENSG00000135083,160251652,160345396,5,-1,Q8IV13
ENSG00000255408,140801028,141012344,5,1,Q9Y5H8
ENSG00000237693,150846523,150900736,5,1,A1A4Y4
ENSG00000146063,181222499,181235809,5,1,Q8WV44
ENSG00000176087,140564456,140569103,5,1,Q96G79
ENSG00000176087,140564456,140569103,5,1,L0R6Q1
ENSG00000113108,140558268,140564781,5,-1,O95704
ENSG00000156453,141853111,141879246,5,-1,Q08174
ENSG00000120318,141653401,141682221,5,-1,Q8WWN8
ENSG00000254221,141350102,141512979,5,1,Q9Y5G3
ENSG00000069020,66596361,67169595,5,1,O15021
ENSG00000127022,179678628,179730925,5,1,P27824
ENSG00000177932,179060415,179083537,5,1,Q86Y25
ENSG00000113100,26880600,27121150,5,-1,Q9ULB4
ENSG00000164463,173056352,173139284,5,1,Q8IUR6
ENSG00000198055,177403204,177442901,5,1,P43250
ENSG00000185662,171782432,171796126,5,1,A6NLE4
ENSG00000156427,171419656,171457623,5,1,O76093
ENSG00000082516,154887416,154938209,5,-1,Q8TEQ6
ENSG00000152503,115124762,115180546,5,-1,Q9NQ86
ENSG00000213347,177301461,177312757,5,-1,Q9BW11
ENSG00000169230,177303774,177306959,5,1,Q9Y255
ENSG00000145526,19472951,20575873,5,-1,Q13634
ENSG00000169228,177301198,177303744,5,-1,Q969Q5
ENSG00000082515,154941070,154969411,5,1,Q9NWU5
ENSG00000169223,177331562,177351852,5,-1,Q12907
ENSG00000164219,115204012,115262872,5,-1,P53609
ENSG00000226650,155013755,155018132,5,1,Q2VIQ3
ENSG00000173250,146513103,146516190,5,-1,Q8TDV0
ENSG00000156475,146581146,147084784,5,-1,Q00005
ENSG00000133706,146113038,146182660,5,-1,Q9P2J5
ENSG00000113578,142592178,142698070,5,-1,P05230
ENSG00000113555,141943585,141969741,5,-1,Q9NPG4
ENSG00000153395,1456480,1523977,5,-1,Q8NF37
ENSG00000131504,141515016,141619055,5,-1,O60610
ENSG00000204956,141330571,141512981,5,1,Q9Y5H4
ENSG00000131437,132692628,132737638,5,-1,Q9Y496
ENSG00000120329,141302629,141304045,5,-1,Q9BXI2
ENSG00000120328,141208697,141212571,5,1,Q9Y5F1
ENSG00000113248,141245349,141249365,5,1,Q9Y5E8
ENSG00000044115,138610967,138935034,5,1,P35221
ENSG00000184349,107376889,107670895,5,-1,P52803
ENSG00000120705,138506095,138543300,5,-1,P62495
ENSG00000070808,150219491,150290291,5,-1,Q9UQM7
ENSG00000113460,34915376,34925996,5,1,Q8TDN6
ENSG00000198780,74777574,74866951,5,-1,Q9Y6X4
ENSG00000171617,74627406,74641424,5,-1,O14682
ENSG00000164347,74721204,74767371,5,-1,Q969S9
ENSG00000155329,132996985,133026604,5,-1,Q8TBK6
ENSG00000145494,1801400,1816605,5,1,O75380
ENSG00000145681,83637805,83721613,5,-1,P10915
ENSG00000113140,151661096,151687165,5,-1,P09486
ENSG00000019582,150401637,150412929,5,-1,P04233
ENSG00000250120,140855883,141012344,5,1,Q9Y5I2
ENSG00000251664,140875302,141012344,5,1,Q9UN75
ENSG00000113073,140360202,140375143,5,1,Q96Q91
ENSG00000146005,139795821,139844466,5,1,Q9BQI7
ENSG00000113196,154474972,154478264,5,-1,O96004
ENSG00000081791,141923808,141942047,5,1,Q14154
ENSG00000037749,154038906,154220478,5,1,P55082
ENSG00000134480,87391494,87413019,5,-1,P51946
ENSG00000183474,69560208,69594723,5,1,Q6P1K8
ENSG00000197948,141639302,141651419,5,-1,Q86WN1
ENSG00000171421,1798386,1801366,5,-1,Q9P0J6
ENSG00000072571,163460203,163491945,5,1,O75330
ENSG00000038427,83471465,83582303,5,1,P13611
ENSG00000113296,79991311,80083287,5,1,P35443
ENSG00000118322,160563120,160852214,5,-1,O94823
ENSG00000113312,160009113,160065543,5,1,Q99614
ENSG00000120738,138465490,138469315,5,1,P18146
ENSG00000186687,131170810,131205426,5,1,Q5U5X0
ENSG00000164187,36098412,36151961,5,-1,Q68DH5
ENSG00000055147,153990128,154038936,5,-1,Q9NRY5
ENSG00000170464,139408588,139444491,5,-1,Q9H819
ENSG00000127184,86617904,86620962,5,1,P15954
ENSG00000145907,151771045,151812785,5,1,Q13283
ENSG00000120322,141177790,141180529,5,1,Q9UN66
ENSG00000112852,141094578,141098703,5,1,Q9Y5E7
ENSG00000171815,141051135,141059344,5,1,Q9Y5F3
ENSG00000022355,161847063,161899981,5,1,P14867
ENSG00000064692,122311354,122464219,5,1,Q9Y6H5
ENSG00000151422,108747822,109196841,5,1,P16591
ENSG00000164332,159263081,159286040,5,1,Q8WVY7
ENSG00000204967,140806929,141012344,5,1,Q9UN74
ENSG00000204970,140786136,141012347,5,1,Q9Y5I3
ENSG00000175449,95646754,95684773,5,1,Q8TAC1
ENSG00000047188,113513683,113595285,5,1,Q9H6S0
ENSG00000134352,55935095,55994993,5,-1,P40189
ENSG00000122203,176346061,176361968,5,-1,Q96A73
ENSG00000172239,43526267,43557758,5,-1,Q9H074
ENSG00000237190,134402087,134411898,5,-1,Q96HQ2
ENSG00000145934,167284799,168264157,5,1,Q9NT68
ENSG00000197860,65665928,65723035,5,-1,Q96EQ0
ENSG00000153037,112861222,112869788,5,1,P09132
ENSG00000134982,112707498,112846239,5,1,P25054
ENSG00000145715,87267888,87391931,5,1,P20936
ENSG00000170476,139387480,139390081,5,-1,Q8WU39
ENSG00000152582,35617844,35814611,5,1,Q9C093
ENSG00000152380,80487969,80542563,5,1,Q6UXP7
ENSG00000164399,132060529,132063204,5,1,P08700
ENSG00000113300,180494412,180578405,5,1,Q9ULM6
ENSG00000158985,131245493,131398447,5,1,Q9NRR3
ENSG00000050748,180233143,180292099,5,-1,P45984
ENSG00000164363,1225355,1246189,5,1,Q96N87
ENSG00000146090,180100791,180209153,5,-1,Q8N431
ENSG00000161011,179806398,179838078,5,1,Q13501
ENSG00000164331,73552335,73565686,5,-1,Q9H9E1
ENSG00000164151,5420664,5490234,5,1,Q9Y2F5
ENSG00000213585,133971915,134005133,5,-1,P21796
ENSG00000177556,151742316,151772532,5,-1,O00244
ENSG00000049883,72320367,72368395,5,1,Q8WV60
ENSG00000164400,132073790,132076170,5,1,P04141
ENSG00000175745,93583337,93594615,5,1,P10589
ENSG00000164334,119629559,119635822,5,1,A1A519
ENSG00000132915,149857955,149944793,5,-1,P16499
ENSG00000230178,181367268,181368262,5,1,Q6IEY1
ENSG00000082213,31532266,31555058,5,1,Q49AR2
ENSG00000188818,795606,850986,5,-1,Q9H8X9
ENSG00000215217,7830378,7851490,5,-1,A4QMS7
ENSG00000049860,74640023,74722647,5,1,P07686
ENSG00000131495,140638740,140647785,5,-1,O43678
ENSG00000214944,73626158,73941993,5,1,Q8N1W1
ENSG00000120306,140174642,140282052,5,1,Q9H1C7
ENSG00000197822,69492292,69558104,5,1,Q16625
ENSG00000113520,132673986,132682676,5,1,P05112
ENSG00000164300,80111651,80256079,5,-1,Q86VE9
ENSG00000120327,141222932,141227759,5,1,Q9Y5E9
ENSG00000146006,138868923,138875368,5,-1,O43300
ENSG00000061455,123089121,123194266,5,1,Q9NQX0
ENSG00000164402,132750817,132807241,5,-1,Q92599
ENSG00000186335,151314978,151347590,5,-1,Q495M3
ENSG00000186334,151276762,151303766,5,-1,Q495N2
ENSG00000134987,111091716,111130502,5,1,Q8NI36
ENSG00000120725,138946720,139293557,5,-1,Q9H173
ENSG00000253159,141430589,141512979,5,1,O60330
ENSG00000253305,141408021,141512979,5,1,Q9Y5F9
ENSG00000262209,141370264,141512979,5,1,Q9Y5G1
ENSG00000261934,141402932,141512979,5,1,Q9Y5G4
ENSG00000152942,69369293,69414801,5,1,O75943
ENSG00000254122,141417645,141512979,5,1,Q9Y5F8
ENSG00000253485,141364232,141512979,5,1,Q9Y5G8
ENSG00000039319,80408013,80479350,5,1,Q7Z3T8
ENSG00000081853,141338760,141512979,5,1,Q9Y5H1
ENSG00000240764,141489121,141512979,5,1,Q9Y5F6
ENSG00000253953,141387698,141512979,5,1,Q9UN71
ENSG00000240184,141475947,141512979,5,1,Q9UN70
ENSG00000113327,162000057,162162977,5,1,P18507
ENSG00000113212,141172619,141176383,5,1,Q9Y5E2
ENSG00000113211,141150022,141153287,5,1,Q9Y5E3
ENSG00000186952,110289233,110738956,5,-1,C9JQI7
ENSG00000243232,140966235,141012344,5,1,Q9Y5I4
ENSG00000182578,150053291,150113372,5,-1,P07333
ENSG00000124279,7859159,7869037,5,-1,Q14CZ7
ENSG00000124275,7851186,7906025,5,1,Q9UBK8
ENSG00000113580,143277931,143435512,5,-1,P04150
ENSG00000113068,140245039,140303121,5,-1,O60925
ENSG00000145819,142770384,143229011,5,1,Q9UNA1
ENSG00000171720,141620876,141636870,5,-1,O15379
ENSG00000145777,111070062,111078024,5,1,Q969D9
ENSG00000273841,69364743,69370013,5,-1,Q16594
ENSG00000253537,141382739,141512979,5,1,Q9Y5G6
ENSG00000187372,141213919,141218979,5,1,Q9Y5F0
ENSG00000120733,138352596,138437028,5,1,Q7LBC6
ENSG00000113048,72219409,72320646,5,-1,Q92552
ENSG00000197375,132369752,132395614,5,1,O76082
ENSG00000145725,103120149,103212799,5,1,O43314
ENSG00000170445,140673173,140692024,5,-1,P12081
ENSG00000131732,81301590,81313297,5,1,Q8N567
ENSG00000113448,58969038,60522120,5,-1,Q08499
ENSG00000092421,116443616,116574934,5,-1,Q9H2E6
ENSG00000170458,140631728,140633701,5,-1,P08571
ENSG00000113141,140647058,140662479,5,1,Q13123
ENSG00000157111,73120292,73131817,5,1,Q8WVE6
ENSG00000078795,137887968,137942747,5,1,Q9NZM6
ENSG00000113396,128538013,129033642,5,1,Q9Y2P4
ENSG00000173930,102233986,102296549,5,-1,Q6ZQN7
ENSG00000176783,179550558,179610026,5,1,Q96T51
ENSG00000145736,71032670,71067689,5,-1,Q13888
ENSG00000185056,173973779,174006140,5,1,Q569G3
ENSG00000145794,127290831,127465737,5,1,Q96KG7
ENSG00000087116,179110851,179345430,5,-1,O95450
ENSG00000113249,157029413,157059119,5,-1,Q96D42
ENSG00000187678,142310427,142326455,5,-1,Q9C004
ENSG00000186493,2752131,2755397,5,1,Q86SI9
ENSG00000164176,83940554,84384793,5,-1,O43854
ENSG00000142319,1392790,1445430,5,-1,Q01959
ENSG00000049656,1317744,1345099,5,-1,Q96KA5
ENSG00000205089,132747445,132754403,5,1,Q6ZMN8
ENSG00000205302,122774996,122830108,5,1,O60749
ENSG00000152348,81972025,82276857,5,1,Q9H0Y0
ENSG00000132837,78997606,79236038,5,-1,Q9UI17
ENSG00000197208,132294443,132344206,5,1,Q9H015
ENSG00000145685,78485215,78770021,5,-1,Q6ZUX7
ENSG00000174132,100535305,100586741,5,1,Q8TBP5
ENSG00000152932,58582221,58859394,5,1,Q96E17
ENSG00000051596,175917873,176034680,5,-1,Q96J01
ENSG00000164241,127042558,127073492,5,-1,A6NC05
ENSG00000198939,178895894,178933212,5,1,Q6ZN57
ENSG00000145700,75068275,75236878,5,-1,Q8N7Z5
ENSG00000164338,73565443,73583377,5,1,Q8TED0
ENSG00000170561,2745845,2751662,5,-1,Q9BZI1
ENSG00000170606,133051962,133106449,5,1,P34932
ENSG00000072364,132875379,132963634,5,-1,Q9UHB7
ENSG00000178913,141260225,141320821,5,-1,Q15545
ENSG00000081818,141121799,141125623,5,1,Q9Y5E5
ENSG00000145863,161547063,161702593,5,1,Q16445
ENSG00000198961,109334709,109409994,5,-1,O43164
ENSG00000164591,150660874,150679365,5,1,Q8TDC0
ENSG00000164609,160401641,160421711,5,-1,O95391
ENSG00000171992,150601080,150659220,5,1,Q8N3V7
ENSG00000221886,160393148,160400097,5,-1,Q8IZ13
ENSG00000070614,150485818,150558211,5,1,P52848
ENSG00000204969,140794852,141012344,5,1,Q9Y5H9
ENSG00000086589,150690794,150701107,5,-1,Q9NW64
ENSG00000174339,180739042,180740099,5,-1,Q8NGV0
ENSG00000131446,180784782,180815652,5,-1,P26572
ENSG00000196670,180847611,180861285,5,-1,Q8NB50
ENSG00000113303,180899077,180950906,5,1,Q6UX41
ENSG00000171530,77691166,77868780,5,-1,O75347
ENSG00000172497,81330005,81394179,5,-1,Q8WYK0
ENSG00000168903,180988845,181006727,5,1,Q6UXE8
ENSG00000165810,181040225,181061523,5,1,Q6UXG8
ENSG00000185372,181123122,181131169,5,-1,Q8NHB1
ENSG00000182613,181147586,181159285,5,1,Q96R30
ENSG00000146054,181193924,181205293,5,-1,Q9C029
ENSG00000145882,149358007,149369653,5,1,Q8NBM8
ENSG00000177058,55625845,55773194,5,-1,Q8NBW4
ENSG00000168621,37812677,37839686,5,-1,P39905
ENSG00000164325,73173195,73175143,5,1,Q8WUU8
ENSG00000157107,72955981,73090522,5,1,Q0JRZ9
ENSG00000185129,140107777,140125619,5,1,Q00577
ENSG00000083312,72816312,72916733,5,1,Q92973
ENSG00000178175,72442652,72507727,5,-1,Q8N895
ENSG00000129595,112142441,112419316,5,-1,Q9HCS5
ENSG00000168671,36035017,36071358,5,-1,Q3SY77
ENSG00000113319,80960672,81230156,5,1,O14827
ENSG00000145888,151822513,151924842,5,-1,P23415
ENSG00000164403,132822141,132830898,5,-1,Q2M3G4
ENSG00000151292,123512099,123617045,5,1,Q9Y6M4
ENSG00000152495,111223653,111494886,5,1,Q16566
ENSG00000253731,141373914,141512979,5,1,Q9Y5G7
ENSG00000254245,141343829,141512979,5,1,Q9Y5H0
ENSG00000120324,141192353,141195642,5,1,Q9UN67
ENSG00000131503,140401814,140539856,5,1,Q8IWZ3
ENSG00000215218,6448623,6494909,5,1,A1L167
ENSG00000131508,139526431,139628433,5,1,P62837
ENSG00000164211,111496033,111512590,5,-1,Q96DR4
ENSG00000086570,151504093,151568944,5,-1,Q9NYQ8
ENSG00000177839,141187127,141191541,5,1,Q9Y5E1
ENSG00000113205,141100473,141103827,5,1,Q9Y5E6
ENSG00000164209,110738136,110765161,5,1,Q96AG3
ENSG00000253846,141412987,141512979,5,1,Q9Y5H3
ENSG00000253910,141360042,141512979,5,1,Q9Y5G2
ENSG00000239389,140882208,141012344,5,1,Q9Y5I0
ENSG00000112874,103548855,103562793,5,-1,Q9BQG2
ENSG00000184838,120464278,120687332,5,1,Q569H4
ENSG00000113302,159314783,159330887,5,-1,P29460
ENSG00000181751,103258702,103278660,5,1,Q96GV9
ENSG00000153044,69189548,69210357,5,1,Q9H3R5
ENSG00000112877,612272,667168,5,1,Q9P209
ENSG00000145781,116084991,116412762,5,1,Q9Y6G5
ENSG00000214510,148268180,148286254,5,1,Q1W4C9
ENSG00000243056,140547666,140549578,5,1,O60516
ENSG00000186314,145471799,145835369,5,-1,Q8N945
ENSG00000013561,141958328,141990291,5,1,Q9UBS8
ENSG00000171604,139647299,139683882,5,1,Q7LFL8
ENSG00000113430,1877413,1887236,5,-1,P78413
ENSG00000164620,141636950,141641077,5,1,Q8NC24
ENSG00000113522,132556019,132646344,5,1,Q92878
ENSG00000181867,121851955,121852833,5,1,Q8N4E7
ENSG00000151304,121961961,122075570,5,1,Q8NEF9
ENSG00000113083,122063195,122078360,5,-1,P28300
ENSG00000205464,82279462,82386977,5,1,Q52LC2
ENSG00000248483,93733220,93741637,5,-1,Q8N7G0
ENSG00000205838,34838833,34899456,5,1,Q6PF05
ENSG00000183111,149551947,149634968,5,1,A1IGU5
ENSG00000145506,1008829,1038943,5,1,Q969F2
ENSG00000176928,75025346,75030899,5,-1,Q9P109
ENSG00000213523,140537340,140558252,5,-1,Q9HD15
ENSG00000183775,144170832,144485686,5,1,Q68DU8
ENSG00000145817,144158159,144170714,5,-1,Q969M3
ENSG00000158497,143812161,143820719,5,1,O97980
ENSG00000145741,73498408,73505635,5,1,P20290
ENSG00000251493,73444827,73448527,5,-1,Q16676
ENSG00000164180,88189633,88269476,5,-1,Q8NDZ6
ENSG00000164576,154445957,154461054,5,1,Q9HAJ7
ENSG00000152611,35904295,35938779,5,-1,Q8WWF8
ENSG00000164299,80319625,80321842,5,1,Q9BXG8
ENSG00000113532,100806935,100903266,5,-1,Q92187
ENSG00000169067,57480016,57482809,5,-1,Q562R1
ENSG00000249437,70968483,71025114,5,-1,Q13075
ENSG00000170074,177707981,177783398,5,-1,Q9UHL3
ENSG00000037241,172958729,172969771,5,1,Q9UNX3
ENSG00000145703,76403249,76708132,5,1,Q13576
ENSG00000078295,7396208,7830081,5,1,Q08462
ENSG00000113119,140639427,140645408,5,1,Q96DC7
ENSG00000113070,140332843,140346631,5,-1,Q99075
ENSG00000133398,6371881,6378594,5,-1,Q9BTT4
ENSG00000113552,141991749,142013041,5,-1,P46926
ENSG00000164574,154190730,154420984,5,1,Q86SR1
ENSG00000155324,126360132,126496494,5,1,Q96HH9
ENSG00000145626,35951010,36001028,5,-1,Q6NUS8
ENSG00000132911,152391532,152433368,5,-1,Q9GZQ4
ENSG00000228672,139390592,139395713,5,-1,E7EW31
ENSG00000189127,80556755,80570488,5,-1,A5PLL1
ENSG00000015479,139293648,139331677,5,1,P43243
ENSG00000064652,122843439,123029354,5,1,Q9Y343
ENSG00000205359,102371782,102499016,5,-1,Q86UG4
ENSG00000064651,128083766,128189688,5,1,P55011
ENSG00000213316,179793980,179796647,5,1,Q16873
ENSG00000155858,157743695,157760709,5,1,P83369
ENSG00000175857,58491435,58497090,5,1,Q8N292
ENSG00000184845,175440039,175444208,5,-1,P21728
ENSG00000170091,174045604,174243501,5,1,Q9Y328
ENSG00000234284,179023752,179035064,5,1,B4DU55
ENSG00000178187,178941191,178966433,5,1,Q8N9F8
ENSG00000037474,6599239,6633291,5,-1,Q08J23
ENSG00000158458,139846779,140043299,5,-1,O14511
ENSG00000131730,81233285,81266397,5,1,P17540
ENSG00000164404,132861181,132866884,5,-1,O60383
ENSG00000170584,163446526,163460140,5,-1,Q8WVJ2
ENSG00000276547,141397987,141512979,5,1,Q9Y5G0
ENSG00000198624,151181052,151224145,5,-1,A6NI79
ENSG00000272674,141181399,141186399,5,1,Q9NRJ7
ENSG00000197479,141199582,141203779,5,1,Q9Y5F2
ENSG00000164587,150443190,150449756,5,-1,P62263
ENSG00000146013,138252379,138274671,5,-1,O60609
ENSG00000164326,71719163,71721048,5,1,Q16568
ENSG00000164362,1253147,1295069,5,-1,O14746
ENSG00000061492,138083892,138092365,5,1,Q9H1J5
ENSG00000198108,129904472,130186634,5,1,Q70JA7
ENSG00000134061,67179613,67196799,5,-1,Q99467
ENSG00000120729,137867791,137887851,5,1,Q9UBF9
ENSG00000145779,119268692,119399688,5,1,O95379
ENSG00000164199,90529344,91164437,5,1,Q8WXG9
ENSG00000173210,149141483,149260542,5,1,O94929
ENSG00000157510,149271871,149341802,5,1,Q8TED9
ENSG00000177733,137745651,137754376,5,-1,Q13151
ENSG00000113356,90471748,90514553,5,1,O15318
